ID_code,target,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100,var_101,var_102,var_103,var_104,var_105,var_106,var_107,var_108,var_109,var_110,var_111,var_112,var_113,var_114,var_115,var_116,var_117,var_118,var_119,var_120,var_121,var_122,var_123,var_124,var_125,var_126,var_127,var_128,var_129,var_130,var_131,var_132,var_133,var_134,var_135,var_136,var_137,var_138,var_139,var_140,var_141,var_142,var_143,var_144,var_145,var_146,var_147,var_148,var_149,var_150,var_151,var_152,var_153,var_154,var_155,var_156,var_157,var_158,var_159,var_160,var_161,var_162,var_163,var_164,var_165,var_166,var_167,var_168,var_169,var_170,var_171,var_172,var_173,var_174,var_175,var_176,var_177,var_178,var_179,var_180,var_181,var_182,var_183,var_184,var_185,var_186,var_187,var_188,var_189,var_190,var_191,var_192,var_193,var_194,var_195,var_196,var_197,var_198,var_199
train_67019,0,12.6685,-0.1548,12.1745,7.0919,9.3755,1.7364,6.8989,16.5307,4.3846,8.1988,-8.9491,-4.4826,14.028,8.3825,9.8312,14.7414,10.8036,-17.567,18.5861,5.8596,13.5792,22.3903,1.4326,2.7847,13.2958,13.4231,-5.2455,-3.7173,4.7869,6.08,-9.3432,11.9938,3.4175,18.918,12.0087,7.9115,5.4727,7.1381,8.779,-3.8505,-19.33,3.5262,12.2326,11.5408,15.7902,1.618,12.3723,-9.7678,2.7724,27.3372,12.2616,15.0448,-0.6517,5.3118,13.5601,15.472,19.9684,7.6401,1.8041,9.8486,10.1095,0.1154,0.9165,6.821,5.5834,4.7794,5.2902,11.6632,5.0104,-1.9949,6.8929,0.3278,3.0073,16.1047,33.9272,12.8527,3.0377,20.4571,7.5877,16.0628,12.8482,12.283,2.2143,7.1335,0.9405,15.0316,-2.0751,3.3194,7.6608,0.0214,7.8309,7.0388,12.5059,10.6688,9.3897,-0.0374,11.701,27.8133,1.7344,-0.8737,-3.1363,19.5827,29.7011,1.6695,10.3464,3.9181,5.1488,29.2609,14.2029,22.0205,2.9004,5.7002,3.6985,4.5343,3.419,6.9347,3.1587,35.1967,-10.8386,2.761,28.6769,10.2968,3.5481,-6.7086,3.4483,12.6697,14.978,3.1042,-4.6629,16.9219,12.6125,-0.0799,9.3942,6.1403,-1.757,2.7574,25.7061,17.3554,-0.9925,22.3613,4.3183,1.5894,19.0211,15.4493,8.5539,5.8514,12.8127,-2.5751,3.7749,2.0747,14.6671,10.9175,6.8233,19.1057,8.8949,-7.7378,12.7555,-10.3634,27.4846,5.4413,31.1263,5.3689,4.5177,17.0814,-2.1406,25.9165,3.5447,-4.5847,9.1411,5.4357,5.4501,0.9335,28.3749,8.7201,10.9959,13.9608,5.7355,14.4311,-8.8256,3.5896,-3.7296,10.4819,7.5195,8.9206,3.7235,-0.7952,12.2455,-3.8083,13.2298,0.0012,-2.9457,9.9644,1.5503,-1.3962,18.3041,0.4543,2.5646,7.5344,9.3142,-7.2081
train_13908,0,10.6676,-0.111,7.5745,4.4894,9.9017,-0.1802,7.3297,18.2136,2.6764,7.6389,3.1055,-1.7622,14.0695,17.7566,4.5357,14.1683,9.8376,-15.4742,11.4612,9.5422,8.985,30.9716,1.1214,2.9893,8.0399,13.5168,-0.0515,-1.8877,4.9554,9.9295,-3.3534,9.9397,-3.275,13.3546,12.1659,2.2282,1.6629,3.8862,8.6717,4.3482,-20.6116,17.3684,10.557,11.4942,16.9331,-32.9467,11.231,-23.1867,21.0111,23.5002,12.8287,19.7383,-1.723,7.8026,24.0416,2.062,11.8465,6.7362,-4.1172,8.9335,7.595,-13.8046,0.4366,-0.9692,5.7791,1.5353,5.0479,18.6671,5.0146,2.8094,5.1296,0.5631,4.2308,23.9391,32.3269,12.0298,21.9209,19.9129,6.3189,13.9556,14.7097,14.5034,-3.3888,-2.1532,-6.8196,25.1136,-10.7517,10.4107,12.8805,2.5781,-18.1857,6.9796,11.092,10.8492,8.7405,0.9509,20.8336,7.5646,2.5638,-3.826,-2.0208,13.9479,17.6002,1.8231,10.1344,5.2021,7.2128,14.7527,14.2229,13.8903,5.4415,5.4789,2.3832,14.2962,3.3385,-0.8196,-0.7001,28.6533,-12.7964,-0.0712,21.6592,12.1689,-0.4167,1.1812,5.0789,12.4784,13.9644,-2.4635,1.1501,20.9578,13.3408,-0.1782,7.8996,6.7499,-16.2431,-1.215,22.712,9.5601,-0.0001,8.3454,7.5416,-1.3505,25.5154,8.6068,9.409,7.9098,12.3262,-15.4931,3.8488,0.175,15.9825,13.8329,5.0584,19.4565,3.1807,-6.9627,12.0503,-1.3745,13.9688,11.6253,15.7586,5.7325,7.1139,15.6347,-9.9079,16.9092,3.2657,-9.3373,5.5911,6.0503,8.3152,-0.3035,21.6013,-5.2663,9.6937,10.5903,1.1312,9.0363,-5.1247,1.8845,-2.2966,9.5516,-8.1606,8.3999,17.7702,1.7258,8.7751,-20.3476,18.2678,1.5585,1.3291,3.4267,1.4809,6.2778,19.6115,-0.7759,1.0393,8.5815,17.701,17.2402
train_105304,0,9.8758,4.9408,9.4771,7.3611,12.4882,-3.9505,6.0097,19.7246,-3.2682,6.769,-1.3541,2.4227,13.8341,8.8313,6.8367,14.0098,9.002,-8.5994,19.0907,23.6147,12.6581,9.5677,9.6709,2.0145,14.8764,13.3826,0.0445,-3.2264,5.4971,2.6013,-6.686,11.9649,2.1384,13.8404,11.9141,7.6238,4.2293,4.3152,11.3129,2.7217,0.1754,21.0431,11.8433,11.2822,8.3014,-41.5895,13.5993,-18.0608,17.4418,25.0933,13.8422,25.4176,1.545,5.6628,10.5341,20.6271,22.8432,6.7627,3.7795,8.3387,8.0465,-3.3401,1.497,-0.1362,4.9118,3.3378,8.9318,-2.0559,5.0207,-5.5649,35.27,1.0555,-6.8362,19.9298,28.9023,19.761,10.6865,23.3997,5.3876,15.0944,11.8713,13.6267,1.2588,1.1552,4.4394,22.5954,18.7717,9.068,5.4718,7.1757,-8.6342,6.8569,18.2723,10.6161,10.3485,-0.6152,2.7888,15.548,1.8034,-3.1741,3.8467,8.3661,31.0006,1.5409,10.7668,3.7242,6.6077,-1.5819,14.392,15.8407,10.9972,5.0381,1.8979,15.8982,3.4303,5.4818,0.3475,37.1578,8.4195,-4.4876,30.7698,13.6778,0.7524,12.1923,3.8918,12.5816,12.9557,5.4214,0.1431,15.8567,13.2073,0.5118,7.1996,6.3996,-9.4215,-1.7783,4.3443,16.075,-8.3519,12.5921,0.2541,7.1647,13.385,11.905,9.1213,8.5679,12.3488,-6.7479,3.8875,-0.7929,13.4349,5.9658,5.4909,13.8479,6.523,-1.8398,14.1503,-0.7424,17.214,15.9518,29.0097,5.4437,4.9986,15.7921,-5.3616,14.7869,3.086,5.3499,4.2916,5.1338,8.5357,0.9257,25.9461,-4.6763,19.5605,14.9548,-3.1974,9.7624,-5.1823,1.9339,-8.4726,9.7768,-9.8867,14.2196,3.2242,-6.6364,6.9016,-2.9593,15.796,-0.734,-2.6736,8.2909,3.465,9.1563,16.5099,-0.365,-4.3294,8.2329,17.4918,-4.1714
train_104366,0,6.9905,-2.4188,12.6164,4.8277,11.5173,-13.9716,5.2438,12.3562,-3.1261,8.3031,3.3531,0.7275,13.9427,7.2684,8.5429,14.3613,12.1903,-11.7874,6.4038,22.3459,11.6745,15.7322,4.8468,3.2212,10.763,13.4148,-16.7372,-0.2621,6.0402,6.1412,-0.1584,10.4169,1.9413,9.346,11.4973,3.6458,-3.5273,2.6717,15.5183,-2.4761,0.041,7.2089,11.6446,11.8759,15.4301,-0.2122,12.9218,-9.5366,20.0585,6.5946,13.9208,11.9529,-6.797,6.9,-16.732,14.5747,13.3889,6.3788,5.9683,9.4408,17.0737,-0.9965,-0.7209,2.1995,7.4187,-4.6926,6.5948,3.8951,5.0069,-5.9322,22.451,0.2364,3.7218,20.6684,20.1417,22.1062,-3.3748,24.11,6.7753,12.8987,7.8367,15.3556,5.2457,-3.0596,-10.1866,18.276,-1.9977,18.2296,9.9709,2.0801,1.4856,6.9687,14.1449,10.6604,7.6269,-0.2088,20.1212,20.4398,2.682,1.2234,-17.8436,15.6424,9.7726,1.6882,12.0335,3.7368,10.6274,2.7635,14.4373,17.5712,0.6987,5.226,5.5854,12.4358,1.5448,0.0018,1.9212,12.1973,4.199,9.0074,26.1261,13.2704,7.3027,8.7824,3.2344,12.3457,13.022,3.1016,-1.567,11.2457,11.0583,1.1524,5.8468,7.6576,-3.3079,4.0541,22.1369,15.8577,1.0608,7.721,1.5994,0.4991,10.6377,13.5013,6.5615,2.9799,10.8988,3.5534,3.5915,22.1472,16.9777,6.255,8.3885,16.3317,6.301,0.1511,14.4289,4.7653,9.1803,8.5199,13.1023,5.972,4.7725,4.5372,-0.8637,16.3121,2.7208,10.2667,3.67,5.596,-3.1516,9.2361,37.7442,-1.0458,31.2865,11.7116,1.3542,7.0807,-4.0127,-3.1822,-6.6889,9.1837,-18.7936,19.101,11.8762,-1.3278,9.9863,-21.2781,13.1453,-0.1593,-1.9462,7.0454,1.1177,-7.254,21.4547,-0.486,5.0713,10.1307,17.858,10.6105
train_145005,0,11.5351,-7.9094,15.6842,5.3544,9.3434,-6.323,6.451,15.4078,0.4393,9.6231,6.2813,1.3431,13.888,7.8242,8.2276,15.2418,10.4432,-1.0221,9.7376,9.4865,20.6589,10.5255,4.373,2.9198,14.8385,14.2581,-1.3504,-1.4468,5.9607,5.8737,-18.4606,10.1869,-0.5691,5.731,11.4823,3.2286,0.6431,4.6459,4.3485,-2.8882,-1.0137,12.9159,11.9221,12.0134,9.5786,-28.1706,10.0837,-14.7953,33.4844,18.8891,13.1561,22.5888,9.088,5.7778,-1.2671,12.2052,15.2399,5.8386,1.176,10.0263,17.3754,-0.2635,2.2921,-1.9474,5.7499,6.3356,5.688,5.392,5.0153,-8.765,19.4621,0.5529,0.945,27.3929,13.1329,17.5316,-4.7406,14.7835,6.0885,15.9895,13.0007,14.8741,3.4868,9.0397,-2.365,17.8676,10.8529,8.3877,9.8912,-2.7274,-13.7996,7.1602,16.5636,10.9419,10.4754,0.3266,37.2729,14.6456,2.6152,-0.169,-11.4813,6.3411,25.5523,1.7234,8.9585,4.451,10.2194,14.7556,14.4111,13.9265,4.1184,7.3278,3.1009,14.8554,3.0359,2.8387,5.3936,-0.3572,-10.1871,2.6226,32.3751,10.2386,1.475,8.2964,7.5851,12.7393,12.4167,-1.1969,1.6834,19.6704,13.4642,0.2523,6.9247,6.5833,-17.1919,-17.0701,17.7918,11.1307,-4.8195,5.0155,-1.8069,-1.7164,21.9763,9.7998,8.2964,8.1601,9.7428,-14.6916,4.114,2.4671,16.3729,13.0657,8.1473,14.2121,-1.5363,-8.7135,12.9877,-7.3659,6.0105,6.2665,14.1996,5.3245,3.0834,12.2399,-1.7391,7.5506,2.6824,0.9195,0.6642,5.193,3.2221,2.6538,15.9924,8.3163,13.3168,12.7772,-6.163,9.8911,-1.0928,2.0521,-0.8218,9.8765,4.7327,7.5544,7.2,-10.4605,14.4294,-14.5091,13.9798,1.9073,5.0754,6.9348,1.968,3.6111,22.6739,1.2045,-5.6975,8.8723,12.9323,12.9607
train_44342,0,14.1565,-4.0525,12.271,8.5877,8.7307,-8.4204,5.0579,12.3842,3.0448,7.2972,-1.7131,-12.3846,13.9092,8.4074,9.0766,14.0261,14.3997,-15.5619,27.943,11.4472,19.148,31.8623,6.7351,2.5769,9.5365,13.5151,0.343,-1.5498,5.4319,10.3243,5.2104,8.059,-4.1535,18.4723,10.9595,-2.147,0.9115,5.8275,5.1005,0.5258,-11.5801,14.4907,10.1789,11.6987,0.245,-3.3466,8.544,2.1349,9.0536,9.1064,12.7382,19.594,-7.2485,6.039,3.6045,5.3214,19.798,6.2192,4.7107,8.8225,16.5721,-30.7184,-1.9405,5.5115,6.2683,0.0992,6.4532,8.2807,5.0138,-5.0198,31.8072,0.52,3.2085,24.1144,22.8745,28.6841,0.7519,14.6035,1.9994,14.3088,8.9417,16.5892,-16.4879,-1.937,-0.077,22.03,2.2062,3.8562,13.0595,5.0977,-26.8394,7.0863,9.6711,9.9396,10.8122,-0.5715,15.8626,2.2348,2.0663,-3.8433,-11.7728,8.678,20.8363,1.5686,8.9586,6.0939,12.4331,14.9457,14.2952,24.4036,4.3543,7.0498,3.2235,14.4232,3.4179,-1.6648,0.9552,9.0287,-0.5501,6.55,8.3201,9.5374,-2.6845,8.2717,1.7034,12.3416,13.7189,1.9331,-0.381,15.909,13.3581,1.0961,6.3428,6.7718,-1.9224,-0.803,18.0478,33.5498,3.5244,10.2099,2.7956,11.8196,9.0056,8.0159,10.018,2.0842,12.9357,-9.0112,3.6467,-13.6837,17.0008,15.6654,4.8073,13.7478,6.3396,-6.4751,13.2876,-1.2042,30.0736,4.9506,29.7601,5.8081,5.4846,20.9547,2.039,21.4162,2.9444,-12.4884,6.1309,5.2409,-4.0592,-1.0773,24.9595,-7.2968,23.2111,9.3283,1.8659,11.4033,1.9583,3.4557,-8.7944,8.7216,-4.9043,13.0979,14.9812,-5.0694,3.1624,-22.1481,14.1557,-0.2793,5.5209,7.5011,1.7706,4.0525,17.0022,3.2185,4.0315,8.5594,19.9399,-7.1592
train_10539,0,10.2763,-4.6463,8.7147,5.6024,9.9152,-14.6337,4.3373,21.2423,6.7315,8.0397,-2.2308,5.8731,13.908,3.131,6.8704,14.6979,8.2816,-2.1675,23.321,20.9285,2.9873,13.8444,3.0317,4.1191,15.4282,13.8749,-4.7269,0.8694,6.3098,4.538,-10.953,9.7954,1.6011,22.6381,12.3637,8.4295,1.2858,2.8141,15.2128,1.5306,5.1272,9.0897,10.7143,11.4908,10.0615,-19.1403,13.9289,2.3738,22.9638,3.4994,12.4155,4.1667,1.28,6.316,-1.888,9.1976,15.9289,5.814,8.0531,9.5334,8.3384,-13.59,-1.4273,2.2101,6.7196,-3.7739,4.6906,5.6004,5.019,2.5421,4.5493,1.0905,-5.4326,34.4813,3.9046,25.5619,0.8995,16.6227,7.8576,13.7745,1.772,14.0376,-21.1969,12.7325,-11.7999,18.8994,8.1827,16.4738,9.3658,3.229,-21.068,7.1753,9.3126,10.4517,7.8424,-0.7016,17.9802,24.8521,1.4655,-1.8986,-17.433,13.0355,24.4588,1.5866,12.961,3.8649,7.3075,22.0928,13.99,24.8179,-0.3744,5.4257,3.0892,10.4812,2.348,1.1746,2.8485,42.4601,-14.5156,4.654,3.7233,11.9265,12.7687,20.2391,0.2276,12.0909,12.2785,-1.5463,-0.2185,14.6913,11.9167,0.2203,7.4169,6.9684,-13.6161,-14.3779,34.4681,14.0346,-0.9918,14.9298,5.2184,4.2783,8.773,18.5319,10.3194,7.3132,7.9496,-0.2214,4.0867,9.6163,17.018,16.7854,5.7815,19.4909,14.4154,-12.67,14.3714,-0.8571,20.4161,12.826,43.5538,5.5725,4.9951,14.3032,-5.5461,20.2448,2.5545,-11.7415,2.1149,5.4765,7.7978,-0.7412,31.4849,2.3464,19.1004,7.8051,-13.3733,9.5058,11.8157,2.0265,-15.7917,8.5797,-15.9041,2.8306,16.7511,-6.682,6.7568,-9.828,13.8734,0.2244,-8.5915,2.7713,-0.3834,4.1293,17.4221,2.6764,8.9487,10.3834,14.7429,-26.9347
train_64615,0,15.0476,2.2744,16.4243,11.4821,8.8524,-19.5508,5.8592,12.0341,3.4798,8.1143,1.6317,-14.8173,13.9768,10.003,4.774,14.2184,7.4439,-5.803,29.138,14.898,11.463,25.7802,3.6413,4.0086,10.6785,13.6951,-10.3075,-2.4179,5.6068,2.7988,0.1886,14.2466,-0.8385,15.8793,10.6569,4.5749,0.8665,6.8689,19.7303,-4.3443,-7.5855,11.7962,11.5763,11.6414,-4.8563,9.8205,13.9312,-26.6395,12.1686,27.2371,11.789,5.697,-2.5968,6.1391,6.5684,12.9549,16.8462,5.8539,4.9144,8.4618,10.7171,-23.4676,2.4031,-1.0144,4.7314,0.8745,5.1074,10.8331,5.0194,-1.2924,21.6746,0.392,1.0844,12.5359,-6.32,16.4378,8.088,24.3875,5.597,14.9436,14.8447,16.5958,-14.8261,11.0584,-8.4414,18.2047,1.2302,13.7473,9.8462,1.9018,-39.4418,7.049,17.5423,10.2285,11.2724,-0.5226,3.241,-1.4973,1.9787,-1.3134,-0.9666,17.3873,13.8741,1.7636,14.6815,5.0526,6.6651,19.7668,14.3929,22.8217,6.5033,5.0554,3.4518,15.3759,3.9806,0.2211,5.2881,-0.5371,7.4705,8.5816,8.3737,11.9152,1.2239,10.0331,5.0423,12.2034,11.7006,3.0575,1.6168,25.5381,11.8261,0.1825,6.516,6.8762,-8.7982,-3.4242,7.8776,22.3822,7.5967,2.6316,8.394,6.2464,24.4941,19.3483,7.1025,11.6192,8.6244,-7.4503,4.0907,9.8128,16.4402,8.1474,10.861,12.4278,19.0474,-6.0087,13.1734,-7.8714,15.5335,17.7859,18.2984,5.9424,3.8587,9.3714,3.4472,16.804,3.2333,6.5548,2.0144,6.04,2.91,3.7755,18.6323,-8.8608,24.375,11.8347,9.459,16.5072,10.9787,3.0349,-4.9897,8.8017,-8.9464,8.7525,13.2772,-7.1988,4.415,-29.9973,9.3245,-0.696,3.7888,9.2957,0.3272,0.9738,17.0992,-0.5333,-3.292,9.1444,15.7865,-12.0683
train_109905,0,7.8501,-3.7162,7.7155,10.7644,13.1005,0.1116,6.554,19.5237,3.7845,9.0248,-0.8646,-4.7964,14.1553,15.1956,5.7011,13.9087,9.0367,-4.1335,13.4215,11.0517,14.5975,23.3095,2.5114,2.5501,6.6757,13.4498,-6.2069,-1.3079,5.5466,2.2988,-26.7776,5.1447,1.5878,11.9324,11.4811,3.2192,3.9934,4.8742,6.4935,3.8545,-3.0703,4.8836,11.9004,11.7932,12.8768,-37.9944,12.043,-25.2147,18.5405,27.9468,12.0893,-2.8564,-2.2246,6.2369,8.9443,11.7079,13.6888,6.028,11.1856,7.2232,11.5048,-27.6324,2.8054,7.3124,5.9315,-0.7088,6.5988,16.8221,5.0215,2.3486,7.1883,0.9964,-1.9936,27.3777,0.9049,6.226,11.3147,18.3953,7.498,12.8182,1.9951,13.8318,-13.9054,4.5285,4.9003,21.0152,0.4449,5.8316,5.7107,7.8095,-40.505,7.1385,17.1694,11.0594,12.1384,-0.7899,17.9596,23.6644,1.5362,0.2556,-16.4831,20.3506,21.0818,1.2387,10.4013,3.7817,7.3309,24.7698,14.2572,18.6922,-2.2393,4.4355,3.2157,16.0452,4.2669,6.687,2.9748,9.7065,-16.7375,4.8793,21.3624,10.3954,1.6692,8.88,-0.5554,12.5979,12.8446,1.133,1.769,9.9274,12.9379,0.7663,6.4232,6.7796,-3.9782,-10.095,15.0408,14.0258,5.6322,7.4219,6.7049,-4.622,12.76,13.014,7.1362,-1.0962,11.9603,-7.7423,3.8668,16.2037,16.5166,12.0295,8.831,13.7642,6.8617,-3.4067,13.0533,-4.54,13.3989,11.9905,29.8192,5.5808,6.6705,14.0121,1.3504,15.2946,3.1893,-3.9448,5.0755,5.4409,0.3366,8.5057,16.0889,5.6308,30.2876,6.9025,-9.8853,14.98,-9.6156,9.3051,-0.3399,11.4803,3.313,5.6937,8.7924,-11.0053,10.036,1.3465,19.8342,-1.2046,-5.687,12.9977,1.551,10.1927,23.2116,0.484,-0.1048,9.5628,16.551,12.289
train_166491,0,11.3983,-2.2036,13.9496,6.3831,11.9804,0.2557,4.6559,18.0666,-1.2129,8.2139,1.8681,-7.3809,14.1573,15.8309,9.6687,14.3993,8.863,-7.1015,10.5138,19.7646,9.4512,13.3849,11.4896,2.4731,8.9033,13.9922,-12.9908,-0.9753,4.3446,3.8087,-10.1397,10.6699,-1.6663,12.6733,10.5084,7.0579,3.078,4.2727,13.269,-3.7801,-8.4407,16.8334,11.199,11.2423,2.8602,-32.8659,17.1337,-13.3325,-4.029,10.3752,12.8382,12.1995,5.5252,6.55,12.9313,14.0841,14.6879,5.6567,7.7168,10.3538,12.3948,-0.6141,0.8293,2.7314,6.7757,-1.9151,3.7184,15.0484,5.0119,1.1484,7.4069,1.1244,0.6735,29.9718,16.7524,9.0219,0.7135,18.8527,5.1897,12.6366,3.9336,15.8057,11.9409,9.5135,1.1453,22.0102,6.582,17.3849,11.163,12.2927,4.4509,7.2589,8.9024,10.0976,10.2474,-0.243,17.3272,0.8978,0.8324,0.223,13.3129,11.3208,25.0265,1.2914,13.0156,5.5729,9.9692,26.9753,14.1207,23.4228,3.4897,7.2437,5.7771,18.0131,4.5601,5.1298,3.249,21.3137,-7.9721,8.831,38.9969,9.0802,0.1568,9.4604,3.3865,12.5718,12.4529,0.2047,-4.9325,21.7346,13.7508,0.53,9.0953,6.6089,-0.7504,2.5763,32.1099,21.2162,-1.423,1.5704,1.5503,4.4213,8.0987,10.7948,9.9804,3.3554,9.345,2.6122,3.5046,2.516,20.5398,1.9545,10.7825,16.5132,10.4996,-1.701,11.8933,-7.7344,10.9321,0.7838,25.9213,5.2921,7.7369,5.2796,-2.3973,15.6809,2.6943,6.3297,3.0902,6.0572,-3.907,4.4764,18.4521,0.9064,26.671,13.4741,-11.5843,12.0677,-15.8325,-0.6051,-9.7905,10.6699,-5.4919,6.8065,12.7302,-0.2773,6.7925,-5.6162,14.4937,0.7434,-0.9493,10.7644,0.5686,-4.6933,17.6208,-1.2577,3.8264,9.7611,14.9332,16.4946
train_78196,0,8.9792,-0.7499,7.5954,10.4438,10.6965,-7.0452,4.5965,21.5328,-3.0017,7.969,2.1929,1.1765,14.1496,5.7311,11.6802,14.7783,8.3208,-12.1273,17.8066,15.2942,19.1745,17.03,7.859,1.776,6.9732,13.8682,-4.5794,-2.7727,4.5917,4.2747,-11.8689,11.2452,1.5221,13.0371,11.0585,4.7008,0.5104,2.0159,9.9775,-3.8477,-1.1954,2.019,10.6333,11.1339,9.0266,-16.4738,8.9468,-12.0953,6.1387,17.9206,11.2417,3.2507,4.4532,6.4106,-13.4809,15.6154,20.3437,5.4512,8.7055,9.4501,13.5811,0.0285,4.9284,1.7203,4.8367,0.4536,5.1083,15.2367,5.02,-0.2831,10.3071,0.4361,5.1871,26.8315,30.7716,24.8823,11.8734,19.7631,5.6576,13.6835,13.1294,9.9804,-1.9065,-17.7149,-13.653,21.205,1.808,11.58,12.4229,9.1702,-0.2646,7.1283,13.8781,10.0562,11.1051,0.1961,3.6138,5.537,2.2828,-1.3397,-4.2065,6.9597,15.7331,1.5303,16.9595,4.9546,9.6,16.3181,14.3321,16.4035,2.3221,6.7139,5.1304,5.2691,3.6282,-2.209,0.1116,16.2537,1.5107,3.1228,27.999,11.942,-0.5599,2.1265,2.5758,12.3169,14.0788,4.9583,-1.2025,20.7178,12.3967,1.3787,5.5011,6.9896,-2.7365,-13.0475,-5.3869,14.4175,2.0809,10.1309,2.238,6.5737,4.1054,12.94,8.5042,9.2259,10.8109,2.7454,4.0685,-0.7226,16.6404,10.7006,6.1956,15.7292,1.5214,-3.8365,12.4147,-8.9965,29.6523,7.9074,19.0444,5.8697,5.3089,17.7036,-2.6069,24.2291,2.9785,-12.4671,6.6353,5.2508,4.6359,-0.907,19.4034,6.2727,15.0494,11.8382,10.3718,11.3455,9.0846,10.3766,-5.5456,9.9017,7.6599,8.063,4.1043,0.3932,3.0021,14.0878,12.7873,0.3324,3.6674,9.695,0.8517,-0.4199,21.009,-1.8644,6.8188,8.7308,17.5687,-3.3597
train_53035,0,15.0792,-4.1368,14.3827,9.5215,12.0095,-4.9607,6.8835,14.0885,1.7864,7.2505,-6.4821,-0.0554,13.9392,2.9012,12.0106,14.0774,9.8222,-10.357,23.6256,5.7181,19.6856,14.7157,-0.3233,3.3679,9.1026,13.3403,-3.5755,0.1064,3.6931,2.8527,3.8843,9.6164,1.6913,10.8695,12.428,9.226,-0.2855,7.6141,15.3957,0.8123,8.6459,12.8382,11.7599,12.0012,-1.5864,-19.6798,8.5478,-22.0582,8.2038,26.9947,14.1379,12.5579,-8.1064,6.1229,1.4461,20.4946,15.4564,5.3418,6.7941,7.9619,7.7821,-0.4097,1.6012,-3.498,4.8862,7.4074,5.4643,6.138,5.0069,-3.7514,9.218,0.68,-7.8377,18.0696,29.7234,19.7333,4.2309,19.9043,4.9452,12.7868,6.3705,11.5061,0.8398,-0.9491,0.1553,20.9801,6.8604,15.8568,6.9039,9.6259,-35.4115,6.9842,16.8191,10.3967,13.6479,-0.0935,17.9445,29.3595,2.413,-3.5159,7.2407,13.961,15.3274,1.606,13.1844,2.8646,7.9178,22.305,14.3845,14.198,3.8468,7.393,4.6367,7.2793,2.1092,1.7487,4.799,20.9418,5.9931,-0.621,18.3281,9.9387,6.8275,7.0775,6.3285,12.7328,12.8069,2.347,2.4761,10.227,11.9473,0.2041,9.3122,7.8737,-13.0234,-0.0272,32.9292,23.5104,1.5473,10.7132,2.0348,-2.5106,13.7253,9.6491,7.2986,8.1829,11.6749,-4.2696,3.9062,21.4892,13.6692,10.9446,6.0456,19.8958,6.5532,2.116,14.2946,-12.0328,14.1286,4.1267,34.1714,5.8359,3.4148,5.0475,-0.9052,20.0546,2.7203,-14.0873,3.4168,5.5319,-7.9979,6.1755,20.7651,5.9995,23.1993,16.3428,-3.8188,8.2746,-4.7956,1.1631,-3.4485,11.7056,11.8702,4.8972,4.7477,1.8915,7.6364,-15.6474,19.9716,-0.7587,4.8014,4.7522,2.7109,9.5025,15.2078,-1.2774,-7.8958,8.0777,14.6241,-14.5222
